label,TEXT
non-toxic,为啥我感觉黑龙江的口音比吉林重咧
non-toxic,印尼的时候愿意走的就发护照，不过当地华人听信台湾的宣传以为到了大陆会被打地主， 这件事上倒是仁至义尽了
toxic,玩韩服游戏，真的被南超弦恶心到了。我一生黑韩国
non-toxic,按照17年985录取率天津4.7w人有2300+录取，安徽49.9w仅录取5600+...
toxic,河南人真的不偷井盖吗？我听说河南人一般成人礼就是偷一个井盖，偷着了就算成人了可以开始做自己想做的事，因此还延伸一个成语—背井离乡
toxic,"""杨安泽再怎么长得和中国本土的华人一样。他也没有经历过中国的教育。,你从来就不是他的同胞。"""
non-toxic,小时候看这个，当时真的感觉是女神级别的。还有白娘子赵雅芝。。
toxic,拍视频的这个女的就是有病，这个男的也有病，既然女方说不想查了，还要求查，男的还说不拍了，一点都不维护女生，这婚就不该结！
toxic,如果台湾人看到就急了，你们吵架黑我们干嘛？？哈哈哈哈哈
non-toxic,你写的这些够得上歧视女性了。哈哈哈别理我，我发发怨气而已。
non-toxic,"""这有点太片面了叭 ... 我就是生在天津长在北京爸妈是四川的有北京户口的某些人口中的\""""二鬼子\""""？？？？ 我爸妈和我都没有丝毫觉得找个外地人有什么可惜的.... 人品最重要啊 我身边很多朋友和我也是一样，大家也没有过这种想法呀？"""
toxic,我之前不明白这是什么话，啥三年稳赚？？？黑人问号？？？自从知道了以后就算是玩笑我也很恶心…想想要是有人对自己妹妹或者女儿我就要炸了
non-toxic,不是吧，现在美剧亚裔也必须配上的吧
toxic,我说实话，点进去看给中国且黑的最恶心得就是香港垃圾，他们一直在引导无论。这个图也是香港废青画的
non-toxic,自己去数数全球半导体行业有多少是只有美国独家能做的，日本早就被打趴了，欧洲还不如台湾。
non-toxic,关于2，你再细想想，人家这么说才会有女朋友的，你个单身狗[酷]
non-toxic,本人媳妇山东临沂，在山东济宁工作。2015年夏天身份证丢了，经过咨询110，就在济宁随便找了一个派出所，派出所，派出所办了正式身份证不到一个月就电话通知领证了。
toxic,本质是因为黑人在中国就类似于物种入侵，中国仍有大部分人无法获得性资源等等，但黑人就因为是黑人，这些信手沾来。努力搬砖也抵不过一个黑人的身份，你告诉我，这怎样才能做到不嫉妒？每个阵容都为自己那个阵容而争取利益，
toxic,在美国你还想歧视黑人？是黑人歧视你好吗。
non-toxic,东北人 哈哈 电视是一个让人又爱又恨的行业，不过如果做这个行业，北京显然平台最佳
toxic,你没有说她是正确的，那之前说的她做的挺好、没有需要道歉和辩解的地方.. 是谁说的？说白了，无论男女，还是别的群体，攻击一整个群体就不太恰当。就比如在这场合，说了河南人都爱偷井盖，你还不允许河南人不开心？感觉冒犯？感觉冒犯就是对号入座爱偷井盖的？
non-toxic,印度人有太多的信仰了，不止一百种，比如印度教是不吃牛肉吃猪肉，印度穆斯林却是吃牛肉不吃猪肉。还有其他莫名其妙的宗教，也有不同的禁忌。
toxic,男的是坏，恶心，这种拉几我见一次打一次。女的是蠢贱，见一次鄙视一次。
non-toxic,很难判断。 作为gay向几个朋友出柜的经历来看，没一个人看出了我是，而且我还是钢铁弯的gay。
non-toxic,白人的优越感真强。种族歧视的发源地和发明者。
non-toxic,哈哈哈江西文科前15，一个省只有2个清华名额
toxic,民族斗争，说到底，是一个阶级斗争问题。在美国压迫黑人的，只是白色人种中的反动统治集团。
non-toxic,不要难过，新疆是个美丽、美食多的地方。只有少数个别的坏人，并不是全部。
toxic,讨厌河南人的人 麻烦提高自己见识度和包容度 捕风捉影和断章取义不能让你变得很厉害 那如果这样 是不是北京人见到谁都问吃了没 山东人都爱开挖掘机 江苏人都爱做五三 东北人一言不合就啃大蒜 新疆人天天拎着大刀在街上走 蒙古的同学是不是天天住蒙古包 嗯？其实谁也不用心比天高 目下无尘 。
non-toxic,我也喜欢看185的瘦瘦男孩
non-toxic,我还在想为什么会弄到雨衣里，你男朋友是不是有什么奇怪的癖好。。。原来是那个小雨衣
toxic,不看就知道假的，上海人最排外了（doge）
toxic,这个视频绝大部分人都看不懂，你家门口有百分之三十的垃圾就要自己清理，这不是比人均垃圾量的问题，是你家为什么要生十口人的问题，你家是人，别人也是人，你家凭什么生十个人来拖累地球母亲。印度人要是也这逻辑，世界完蛋。
non-toxic,轩辕以前住在山东吗
toxic,张无忌他妈说：越漂亮的女人越会骗人。
toxic,easygirl不是说女生找外国男人而是说外国男人说一句我爱你有些女人就上床了这种随便的女生当然该骂啦
non-toxic,有一点胖，但是你腿直，肚子上的肉也还好，还有锁骨，也很会穿搭，关键是长的美，已经很好看了，再瘦一点追你的人就更多了，还是留点机会给其他女孩子吧[捂嘴]
non-toxic,标准亚裔美女长相
toxic,你以为人家是投降？其实是37年全面侵华碰到有人反抗被震惊了，现在正在呼吁中国人放弃抵抗引颈受戮呢。
toxic,呵呵，一开始看答案真的觉得这人不错很真实，没有诋毁过你什么，但是你说河南偷井盖什么意思？地域黑真恶心，嗯不骂人但还是要说一句，你真辣鸡，为我早上还特意看了你写的回答感到恶心 哦补充一句地域黑的败类渣渣们，祝你们原地爆炸
toxic,"""黑人只是反对,黑人种族歧视，他们还忙着歧视亚裔"""
non-toxic,河南人民看了你一眼。
toxic,对，超级讨厌这两个梗，这样的人其实是伪装的后的“重男轻女”。太恶心了！
non-toxic,为什么你性别女
toxic,我在成都上学，明显感受到山东人，想融入成渝文化生活，非常困难
non-toxic,青海话不说勺，可以说哈 瓜
toxic,都是 同胞 不要开地图炮，所有地方都有素质差的人， 外地人碰到一个素质差的上海人 然后就觉得所有上海人都这德行， 上海人碰到一个低素质的外地人，就觉得外地人都是这样，合适吗，这不合适，年轻人不讲武德，请你们耗子尾汁
non-toxic,考研的人现在真的很脆弱，羡慕你男朋友有你，我们单身狗只能自我治愈
toxic,现在的女人，知道男人家暴只有0次和无数次，却能容忍一只猫家暴3次？？？？
toxic,客观的来说，河南人的素质普遍较底。
non-toxic,其实父母也为难，我也有这样的妈妈，但我的学费，我买房买车的钱，就是这样的妈妈省出来的。虽然成长之路有很多遗憾，但庆幸我自己的女儿能够不再经历这些。人穷志不穷。
non-toxic,云南离金三角太近了。金三角又是世界上最主要的毒品产地。
toxic,我跟你们不一样，我就敢承认我歧视黑人，更全面一点，
toxic,男性同性恋比男女异性恋关系更容易传染艾滋病，肛门内部是柱状上皮，疏松，阴道内部是鳞状上皮细胞，紧密
non-toxic,以前玩dota因为在厦门吧，经常匹配地区是 中国电信广东 碰到个北京的小孩子吧看语气，进来就说我们广东人都是菲律宾猴子，怼回去人家还要人肉我，说有些话要当面和我说，笑的不行
non-toxic,我是独生女，今天爸爸头七。回想起火化那天，我老公先回家待客。我自己捧着爸爸的骨灰，心痛的连哭都哭不出来，所有手续都是抖着手签字完成的
toxic,"""第一句话我就看不懂，亚裔在美国社会那么低？这个结论是怎么来的啊？是亚裔在美国挣得钱没你多？还是他们住的房子没你大？还是的教育质量没你高？可以请答主解释一下吗？,有些人骨子里面那种只有当官才算地位的高的认知，其实挺让人震惊的。"""
toxic,美国缺乏基层组织吗？这个歧视黑人的警察难道不是基层民警，是高层警长？
toxic,所以结论就是，中国人居然不知道怎么当奴隶了！居然不知道怎么当狗了！所以，日本人应该教训这帮中国人，让他们向日本学习，
toxic,网名沈阳王文莱，蒋儿 涅槃，一个浙江人，职业黑。曾经的网名叫旧人，新人，高素质东北人。都是自称东北人，在东北人和山东人，河南人之间挑拨。被人识出是南方人就暗示自己是广东人！
toxic,我没见过几个女的骂人很厉害的，我见过2个男的双排因为我菜从游戏开骂到我结束的，死了还要说声垃圾，事后还加我邀请我就是为了骂我，简直了
non-toxic,挫宋之前，中国女人的地位虽然没男人高，但也不算低的，相比同时期的欧洲和西亚文明，简直就是女权模范了。
toxic,难道没有人告诉他，中国人喜欢吃黑鬼吗？清蒸油炸火烧干煸油焖白灼
non-toxic,贤惠是社会价值观，即从一个人到家庭成员，到家族一分子，到社会公民。
toxic,最恶心的是利用人的善良去伤害她们！尤其记得那个孕妇向一个女孩寻求帮助，把女孩骗去给她男人发泄！
non-toxic,第二条其实不是浙江的问题，全国除了北京，别的地方都是逐利不谈文艺
toxic,"""这黑人是真的惨截停立马后上来就被枪指头了，如果是因为牌照问题那黑人稳赢了警察是一点理也不占估计能拿20w刀左右赔偿吧。据说黑人要100w刀。,楼上的,程墨Morgan,你是不懂装懂啊，什么情况jc拦停直接掏枪啊？"""
non-toxic,就一点想指出。浙江考卷难度大家都知道吧，现在在重高，上985、211仍然困难，早上五点半起床六点二十到教室，晚自习九点二十结束。每个礼拜放假一个下午。大多数学校都是这样，很难发展课余爱好。
non-toxic,1. 既然是分泌导致的，那么现在有一种观点是，性倾向只是一种程度上的概念，绝对的同和异都是极少数的。
non-toxic,我想问一下，在男孩子面前过于害羞怎么办 已经被我自己作走一个喜欢的男孩子了，真心请教[拜托]
toxic,"""\""""如果同卷同分，那么经济落后教育不发达地区会吃亏，凭什么其他省享受经济政策优惠，发展快，教育资源多，“马太效应”越发明显\""""。这有点倒打一耙了，难道福建比湖南经济落后？难道北京比全国经济都落后？"""
non-toxic,高句丽和日本语言文化更近，跟现在任何一个少数民族都没有明显关系
non-toxic,185cm，85kg，粗壮大汉，都有人摸摸蹭蹭，我真是服了印度人！
toxic,丧偶式婚姻，话说有些男人的观念和责任心真的让人恶心，这种货色本该单身。 好多老人重男轻女，于是独子养成了残废
toxic,拿美爆打比方不太切实，正确的到女性耳朵里的翻译应该是，她太好看了，我都想强奸她了。并不觉得这是一种夸人的得体的方式。
toxic,因为颜值得到过欺骗，贱男人提裤子就走还卖弄口才，这就起男人
non-toxic,欧美人吃得少吧，但是整个亚裔包括印度都是吃的啊，外国人又不只是欧美人。
toxic,反对楼上小叶子。只要女性认为被冒犯就算性骚扰？那男性怎么知道自己做了什么事情算骚扰？那男性面对女性就该什么都不做？ 刑不可知，则威不可测。nb嗷
toxic,老婆是女警，还敢出去玩？这不是找死吗
toxic,贤惠的含义：你这么能干，家务以后理所当然归你，我的任务就是夸你贤惠。
non-toxic,老乡，我也是河南人，语气别这么硬哈。答主没说咱河南怎么样，全篇都只是在diss鹿晗。不要太敏感。咱们河南人还是佛系一点比较好。别气哈，来……呼……吸
non-toxic,男同性恋肛交方式，基本不用套套，直肠黏膜较为脆弱，很容易在肛交过程中破损，出现流血。
non-toxic,奥卡菲娜的原因是除去外表之外，体态和状态，就像是个满足了美国人对亚裔所有刻板想象
non-toxic,没事多看看书，多上上网，你可以百度一下广州黑人，
non-toxic,易建联和姚明不是天才？在篮球领悟，这两个人在黄种人里就是当之无愧的天才
toxic,"""2019年9月27日，在路透社发表了这么一篇文章：,日本将中国列为比核武朝鲜更大的威胁,哇……这中国威胁论啊----不对，前段时间安倍不还示好了么？,按照路透社的说法，这个额数据是“年度防务评估”提出来的。"""
toxic,不是？怎么就又黑河南人了？说一句客观事实就是黑？就地域歧视？人家也没说侮辱性次啊。哪里学来的如此敏感？神他妈政治正确性质文字狱。美国政治正确就特恶心，现在发现中国也有这揍性了。真鸡儿烦！
non-toxic,试试调剂到其他985学校吧，可以考虑下北上广深一线城市的学校，经历告诉我，如果在一线城市上学，毕业后机会也很多，当地也比较认可。楼主加油！塞翁失马焉知非福，个人建议到上海或者北京的学校去。你会收获不一样的。
toxic,卧槽，我刚从商丘回武汉，第一次见到在动车上打架的。。。。。都是河南人，好吊
toxic,朋友，先冷静下来吧。几个中国留学生被打的刑事案件并不能代表澳洲主流就是种族歧视华人。毕竟澳洲也没有发生大规模排华事件，大家就事论事好不好？
toxic,，你教育落后你低，说发展不平等，你教育水平高你低，你说要素质教育。我就呵呵了。苦逼河北
non-toxic,山东的！炒鸡能喝！女同学第一次喝就喝了一斤红酒！
non-toxic,答主这个回答，也可以用在男性为什么普遍不追求女性了，那个话题上。有时候，确实很无奈。
non-toxic,我萧某大好男儿，竟和你这种人齐名
non-toxic,你说的我都发有房源[爱] 广西南宁租房找我，不收中介费。只为了混口饭吃
non-toxic,这个男孩子很卡哇伊呢
non-toxic,黑人里长得算不错的
non-toxic,我们算法课就是印度老师，而且口音很重，但到头来听不懂的还是我们几个中国人。native，起码native的教授，真的对听懂印度英语很有一套的。我有个明显的感觉就是很多中国人和老师沟通，老师会因为用词不准确而听不懂，但印度人和老师沟通，真的是交流无障碍。
toxic,不知道你想表达什么？杀人偿命要女婿偿命？什么神逻辑，答主要表达的是医学成就，汤不该获此殊荣吗？！为什么自杀？为什么没去台湾？难道不是为了新中国？你这心理真是阴暗啊，地也没洗成，何苦呢
toxic,这种男人死了活该吧
toxic,不光兰州，甘肃学生大多数都是这么想得，一部分老师也会这么说（无反面意思）。害，虽然很爱这片土地 但也时常因为家乡的贫瘠落后教育资源的缺失国家的不重视（仅个人片面态度）某些外省人对甘肃的偏激而自卑不公
non-toxic,看到上面已经有人提示你了，其实电影开头和结尾都有说啊，开头的橄榄球比赛就是真实视频，还有结尾的一个黑人和白人一家的合影，确实是真实故事。
non-toxic,西藏自然条件辛苦点，但没有新疆乱。经济待遇在全国是最高的，
non-toxic,因为女人要生孩子啊，多辛苦，你们男人能行吗？
toxic,当今国人确实有“崇白恶黑”之嫌，但你要说种族歧视就过了，中国又没有奴役黑人和种族灭绝的历史，你们白人自己的屎盆子干嘛扣我们头上？你们自己反思就反思，别硬扯着别人跟你一块谢罪，我们又没搞过殖民掠夺，有个屁的民族负罪感。
non-toxic,画面感极强哈哈哈雷霆黑人问号.JPG
toxic,我生平只讨厌两种人，一种是黑人，一种是不让我讨厌黑人的人
non-toxic,农村都是买便宜的车呀，而且养车成本很低，跟城市没法比，上海上牌的钱都够农村人买车加好几年用车成本了
non-toxic,印度人这个摇头晃脑真魔性
toxic,说的太好了！！！！完完全全说到我心里去了 刷抖音时刷到这些真的巨烦 ！！还有一些没脑子的傻逼玩意 去一个黑人小宝宝视频下面骂人 真的是
toxic,那个视频不是纽约地铁吗。我看了呀那白疯婆子说话一点口音没有你怎么知道她是俄罗斯人？而且她不是跟一个亚裔姑娘产生口角后打起来了吗，而且身边人的亚裔哪里没反应，
non-toxic,处女膜在阴道口的，我当初也以为在里面，然后我舍友在讨论她处女膜的形状，我特意去百度才知道不在里面的。
toxic,男方为什么出轨？还不是因为女方长得丑。。。这逻辑简直无敌
non-toxic,中国dota2玩家好像和东南亚人数差不多
non-toxic,先说个来自女性的歧视。
toxic,和去宜家睡觉的有什么区别 意识不到那种行为会让人瞧不起？ 歧视是没有理由的吗 有时候别怪老外歧视中国人歧视黑人啥的 要不想被歧视得先做好一个人
toxic,然而我们只敢有老婆，女性地位哪里不高了？桃饱网对男性有歧视的。[飙泪笑]
toxic,应该男女同休一样时长的产假才能解决职场对女性的歧视，而不是拿钱买孩子
toxic,如果搭配真的按你说的一学就懂，那为什么还有这么多恶心的男人穿着这些衣服？他们是笨还是瞎？
toxic,台湾的骗子也不少，像什么电信诈骗的。这玩意我想知道哪里少呢？
non-toxic,因为这里面有很大的不平衡，Asian girls are easy to white guys but not vice versa. 同样的，白人男性也会对跟亚裔交往的女性有偏见.
non-toxic,一个常识，男权社会的意思，并不是说所有男性的社会，而是“有权的富有的上层的男性”的社会。
non-toxic,你如果承认女性是为了男性生，那我就承认男性应该赚钱养家不能吃软饭。合理不？
toxic,歧视黑人
non-toxic,因为是从看天才开挂少女衍生出来的爱好嘛，我姑且也就这么算啦
non-toxic,上大学前一直生活在小县城。
toxic,作为一个重庆人觉得这种脏话非常恶心，而且本来就是两个人吵架还没得啥子得，但是一带妈带娘就会加大矛盾
non-toxic,白石山？河北保定涞源有个白石山
non-toxic,辽宁本溪的表示本高可以，辽宁省内很多中学都可以
toxic,算的…你想想假如题主说了东北航线啤酒每次都被一抢而光 不是侧面说明了东北人没素质么…占便宜？
toxic,我只想说河北人真tm惨，资源什么的被京津分了不说，连最引以为傲的文化瑰宝也沦落到外人手里了。拿回来唐山交通大学的名号有什么卵用，只配yy，空有狗屁历史也改变不了自己被人换过血的事实
non-toxic,那啥，新疆是10点上班的啊，客服真的是新疆的吗
non-toxic,林书豪技术好，快得不像黄种人，但是没人重视他
non-toxic,他肯定知道。不过印度人和其他人交往的时候喜欢恭维别人，这也是为什么印度人在国外比华人混的开的原因
toxic,河南人偷井盖这个说法完全是以偏概全好吧
non-toxic,求私啊仙女[爱]
non-toxic,徐晃是带着杨奉的残兵来投的，残兵给了他。而且后期应该带的多是史焕的兵，投降的比较早，还比较能打。比较受信任。另一个山西人，关羽孤身一人，还没兵，还没配兵。我觉得老曹对关羽也没有特殊的好到不得了。
non-toxic,江苏的南大没地域保护吧！它清北搞得也太嚣张了吧！江苏教育厅太无能了，不但争取不到名额还每年减招！
toxic,只要不符合自己的看法就是男x，歧视男性呢你？
toxic,加一，现在老美最多也就歧视一下亚裔里的Niggars，东南亚那帮。歧视中国人，脑子有病
toxic,小弟浙江，煎饼绝对打call，mmp，我一朋友从山东给我带回来的，还是包装的那种，打开吃了之后，和纸一样，关键还咬不烂，口水都干了，腮帮子疼，然后对山东人吃煎饼保持着怀疑人生的态度，卧槽，这东西能吃？还能这么吃
non-toxic,一看就像仙女吃的
toxic,小块被淘汰因为没有“财富密码”？别为菜找借口了。稿子就是没打磨好，表演也没发挥好。且吐槽男性就是“财富密码”？那我还说小块歧视北京买不起房的穷人呢。脱口秀就是脱口秀，本轮淘汰基本就是因为菜。
toxic,在郑州站买过两罐八宝粥 一罐没毛病 喝完再来一罐 打开满满的沙子....也是费心了 装的重量都一样一样的.河南人骗子确实多 琢磨琢磨为嘛这么多人怼你们河南人
non-toxic,黑人们的戏份再多一点，妥妥今年奥斯卡
toxic,古代竟有如此…没想到新中国还有，这简直是明目张胆杀人啊……
toxic,你说的对，和我的意见一样，我也说了这只是台湾报禁刚开，行业准则为例。我只是看不惯前面这个恶心那个恶心，一个事灭整个行业的傻叉
non-toxic,她毕竟不是学表演的 感觉不是科班出身，还直接演女主角就会尴尬啊，以为她会好好学自己的专业，但最近又演了求婚大作战
toxic,反对种族入侵+反对黑人因为黑人素质低，难道其他素质高的外族就可以入侵了？建议修改逻辑。要反种族入侵就好好反对一切外族入侵，
non-toxic,要是印度人都信毛派了，那只有前三的种性才能入党。所以，印度女士都要用高嫁妆嫁个根正苗红的高种性。
non-toxic,"""提主哭辽，我也哭辽，如果现在穿越回唐朝，猜我们会不会觉得白人好看？猜美国黑人嫖娼时喜欢找什么肤色？猜中国经济从盘古开天到孙笑川双节棍打老奶奶，都是宇宙第一，人类审美是中国美还是它白人美？,群众里有坏人啊！咱们中国自古以来就是喜欢白啊！"""
non-toxic,答主对广东人的了解真是入木三分...
non-toxic,参见弗里德曼 地球是平的，老美软工连写程序都能外包给孟买的印度人
toxic,问题是，王宝强到底想要什么？我们同情王宝强，仅仅是因为老婆出轨实在是一件太丑的事情。是非常伤男人自尊的。
toxic,白莲花你好，别被洗脑洗太多了。人都欺负到你鼻子上了你还满口仁义道德。如果一个女的拿着刀砍你你打不打？？？？
non-toxic,超级喜欢怪同学! 我有个高中同学特别喜欢小时代 把一大段一大段台词抄在纸条上然后被给我们听 我???黑人问号脸
non-toxic,哈，妹纸原来喜欢黑人←_←
non-toxic,楼主这样的父母真的是很好，现在好多重男轻女的父母分财产给你讲中国传统，等到赡养的时候给你讲法律规定。真的是呵呵了。。。
non-toxic,我们紫阳话有点像四川话
toxic,老表？还有这么巧的事 当然不是所有河南人都偷井盖，也不看看省内什么就业情况，不过说过来前几年偷井盖确实挣钱
toxic,那上海地域歧视的人更多呢，凭什么不骂他们，至少人河南人没有在网上大规模恶意攻击其他地区吧
non-toxic,佟丽娅是黄种人。 请分清新疆少数民族与维族、哈萨克族之类带有白种人血统的混血民族之间的区别。
non-toxic,亚裔小哥还有戏份，感觉他的行为也是被安排好的，甚至认为他也是host。
non-toxic,我也喜欢拽女孩头发，直到有一天我好奇的拽了一下自己的头发
toxic,虽然我们浙江人不互相歧视，但是却会心照不宣的歧视外地人……[捂脸]
non-toxic,不存在，最好的几所大学，还是男生占绝对优势。
toxic,这个男的太过分了，讲道理出言讲道理批评够了，这样打太狠了
non-toxic,小时候看没注意。估计朱德庸画的是800万台币剧没改。03年北京很多地方房价才8000一平，说她疯了，都不合理。
toxic,"""中国永远是中国人的,对外国人怎么也没有好感,跟别提黑人,老黑不是奴隶来的么（昆仑奴？）,搞不明白那些人怎么想的"""
toxic,倒是认识不少白人很严重的歧视黄种人，认为黄种女性就应该天生跪舔白种人，他们才是真的种族歧视，咋们算是小巫见大巫
toxic,我说一句四川人爱吃辣就是搞地域对立了？你所谓地域黑都是贬义词好吗？爱喝酒是贬义词了？只有酒桌文化那种才是贬义词好吗？偷换概念搞得很顺啊哈？
non-toxic,这个妆确实emmm。加强了眼睛的斜角度，重眼影又拉长了眼睛和嘴距离，再配上高耸却对脸颊没有任何陪衬作用的发型，使整个脸看着非常长。同桌的另一位亚裔女性也是差不多的情况。
toxic,男的主要是卖腐啊
toxic,难道白人在国外打亚裔就少吗？我们要破除种族歧视，而不是加入这种恶心的游戏中。
non-toxic,重庆一个幺不倒台的独生靓女表示大开眼界
non-toxic,但很多美国黑人还觉得黑豹里面自己倍有面儿 一个个都开心的不行 由此看来大部分黑人可能确实思维比较简单 [思考][思考][思考]
toxic,歧视黑人？不，我从没正眼看过任何与我肤色不同的人的，非我族类，其心必异。
non-toxic,我们西北这边方言也说，确实很脏，不知道怎么就流行起来了
non-toxic,真是怕你抓鸡的智商又搞错了什么，再给你转换好单位，辽宁舰150000千瓦的发动机耗费5800000升的燃油总共才发14000度电，而按你所说的秦110千瓦的发动机，耗费50升的燃油发400度电，这是我提出质疑的地方，说得这么明白，够照顾你了吧
toxic,奥巴马应该从来都没有说过他为自己是黑人而感到羞愧吧，这个人去参加竞选总统也是个笑话了
toxic,说到底这女人就是作，自私！
toxic,关键是我国法律对强奸的定义好像只适用于女性
non-toxic,之前一个朋友还一直怀疑她月经不调，所以很多天一直有，，，，，一直以为某女生的大姨妈是19号那一天，后来问她她告诉我来一个星期
non-toxic,我从来没看过类似的文章，第一我们的祖先不是尼人，第二亚洲有自己的土著人种，亚裔明显更接近这里的土著，第三，各种特征上还是欧洲人跟尼人有更多相似
toxic,严重。 最近碰到这样一位客户，99年，21岁，严重的躁郁症。
toxic,作为四川人感谢你们捐款。本来捐款是个人行为，却被“领导”哪来当成“政治”投机，互相攀比的工具，也真是恶心。其实还有更恶心的，我们班上有汶川和德阳同学，辅导员要求领取地震救灾款的同学必须给他20%，不然就算你家是汶川震中心的都没你的份。
non-toxic,举铁吧，练好了即便打不过同量级普通男性也不至于被擒拿死死的毫无反抗之力。
toxic,我为什么要考虑黑人种族的感受，你考虑他们难道他们就考虑你，玩华人种族骑士最多的是什么群体不会不知道吧。另外，不要把种族骑士跟辱华相提并论，把黑人和华人相提并论算得上是侮辱。
non-toxic,你不看看香港美的的保险费多贵，的确赔的广配得快管得宽，你知道多少钱吗？你现在用收入几成买保险？猜猜在美的用收入几成买保险？
toxic,是的，以前手机只有网易新闻app一个来看新闻，真受不了小编处处针对河南，引发骂战，忍了好久，最后还是删了。low逼网易，一生黑。
non-toxic,是的现在上海话更偏向于北方话，特别是苏北话。
non-toxic,我昨天还在网上找安徽小调的资源，我奶奶爱看这个
non-toxic,我在别的回答下面看到说团里唯一的女孩子李紫婷的广场都被屠了
toxic,主要白人伤害黑人太深刻了，你的父辈以上的人如果被白人当成当成奴隶卖来卖去300年左右，你难道不会对这个词敏感？
non-toxic,感觉真的对河南人太过分了
toxic,只说一点，印度人在简历造假面试撒谎包庇同族这类事情上才是行家，这也是他们为什么能在硅谷混的风生水起的原因之一，看看每年h1b有多少是给了印度皮包公司就好了。中国人斗不过他们不是因为不够正直，而是不够厚黑好么。。
non-toxic,是的，针对是一方有上海户口，一方没有。
toxic,"""知乎老规矩，先说是不是，在说对不对。,首先,亚裔在美国地位并不低。,那些觉得亚裔在美国地位低的人，犯了一个逻辑谬误，看到了一些美国低素质人群侵犯亚裔的事件，就能得出亚裔地位低？,亚洲备受歧视了？,这显然是不正确的结论。,举个例子，"""
toxic,对，不只是黑人，亚洲人被歧视更严重，虽然是部喜剧片，但是里面对其他人种的偏见特别严重
non-toxic,简直就是我的童年啊！哈哈哈哈～小时候就喜欢调戏男孩子
toxic,你还是没懂我的意思啊，我没否定只有智人这个事实，我说的是那个表格证明刚果等地的黑人智商低于黑猩猩
toxic,"""美国黑人不是反对种族歧视,只是反对歧视黑人吧"""
toxic,ABC最喜欢歧视中国人，ABC也是所有华语地区亚裔移民中素质最低的。总之遇到ABC欺负自己的时候，绝对不能不出声，更不能逆来顺受，一定要奋起反抗，狠狠回击。答主干得漂亮。
toxic,与上海屈臣氏那只黑鬼相比，这只简直就是温顺的小绵羊！
toxic,你可以不加河南，例如你女友大姨老家有这样的习俗。而不是指着别人埋怨别人理解不行，就像说你老家人没素质一样，难道都没素质吗？你听着舒服吗？我也说的是部分人呀
toxic,"""可以说中国的性别歧视特别严重！,相比其他国家中国的女性是最幸福的。尤其是进入21世纪，女性的社会地位已经远远超过男性，虽然部分地区还存在重男轻女的情况，但是男性说白了只是体力有优势而已。"""
toxic,西方做事有底线？贩卖黑人，最牛海盗，哪个不是西方有信仰人干的，还有一个虔诚的基督徒海盗呢
toxic,当身为中国人的你，反感被黑人歧视这个大概率事实时，那些歧视东北的人，
toxic,白人黑人骨子里比黄种人更喜欢付诸暴力，情绪波动更大，自己保护好自己吧。靠抢劫暂时超过我们三百年，真把自己当老爷了。
toxic,其实很多四川人的mmp都只是口头用语而已啊...跟卧槽其实差不多的，不能跟骂人的时候相提并论
non-toxic,我天津办的确实不用交押金，开始是100M网，后来免费升级300M，又给了我一个带千兆口的光猫。
non-toxic,同级，我是苦逼的河北考生
toxic,这女人恶心
toxic,国内歧视也很多呀，就像答主说的歧视河南人是一样的，还有就是无知、文化素质越低下的人其实越严重
non-toxic,所以这个妹子有没有bug？男朋友解决了吗？
non-toxic,那我觉得你心态更好，上海租房那么贵，我是舍不得
toxic,就不说自身找原因吧，你上来就给河南人扣了这么大的一个 盆子，让我们怎么说，你自己被骗怎么不从自己身上找原因呢？就喷你这种地域歧视的人，你不让了喷都不行
non-toxic,我刚来上海时候也有点吃惊，就是新同事的迎新会结束后，大家也是客气的拼了一下付账，第二天几个同事通知我给某人支付我那份的钱，后来就常态了，其实蛮好的，聚会没负担，反正干什么都是AA的
non-toxic,黄种人种族天赋是力量，腿短重心低，同时睾酮水平高
toxic,不是说时时刻刻提醒自己是二等公民，那你被歧视 欺负了要抗争啊，亚裔在美国歧视链底层 最容易被欺负，因为好欺负
non-toxic,女生，算是双吧，初中青春期对男生有过感觉，然后高中遇到一个女生，一直喜欢到现在。
toxic,正解！ 所以你认为白人、犹太人遇到这种事情会跳出来喊种族歧视还是斥责大公司霸权？ 当然你会说，他们本来就不会被歧视啊，这就是我说的自我歧视，你先把自己放在了会被歧视的位置，这叫做自己歧视自己。
toxic,大哥你没搞错吧，这里通篇都是在说歧视河南人不对，但杨笠对男人开地图炮和歧视河南人不是一个性质的。咱们先调到一个频道上行吗，居然还把我评论给折叠了[捂脸]
toxic,哦哦，我不认为男人一定要像答主这样，但我觉得他是个好男人。我本来很讨厌东北人（地域黑不好，但我克制不住），看了这个答案突然发现，好男人还是蛮多的。
toxic,那个东北男人真恶心
toxic,其实大家连方向都搞错了，为什么要去调查黑人在中国怎么样？来找出讨厌黑人的理由？他脚下踩的土地是中国人民共和国的土地，我讨厌你需要理由？我不喜欢你来需要理由？就像我自己家让谁进屋不让谁进屋，
non-toxic,室友是河南人，没有任何歧视，玩很好啊，他有时候都自黑开玩笑。 别介意
non-toxic,还有一个，刘克为，广东省委副秘书长升为宁夏副主席
non-toxic,人均可支配收入怎么可能高的过上海 这是最硬性的指标了
non-toxic,黑人，哈哈，大概率课本上讲的是马丁.路德.金
